true_label,prediction_score
0,0.734728617
0,0.239770602
0,0.357788906
0,0.395521054
0,0.251505047
0,0.263980496
0,0.288301036
0,0.249916254
0,0.288301036
0,0.234049402
0,0.800787425
0,0.271925202
0,0.252465282
0,0.275183302
0,0.267584971
0,0.718712022
0,0.602356161
0,0.288301036
0,0.287690059
0,0.302083652
0,0.288301036
0,0.288301036
0,0.302083652
0,0.285366392
0,0.391477342
0,0.288301036
0,0.644791009
0,0.285366392
0,0.230935467
0,0.285366392
1,0.257578411
1,0.532510135
1,0.624445231
1,0.602317889
1,0.252754557
1,0.182311582
1,0.838437295
1,0.258456127
1,0.254678628
1,0.193027955
1,0.539946109
1,0.77862797
1,0.627375375
1,0.652343605
1,0.273638922
1,0.295340219
1,0.274693563
1,0.538560084
1,0.267706961
1,0.291024211
1,0.572163599
1,0.287955062
1,0.556842783
1,0.554825163
1,0.685369916
1,0.620051742
1,0.577344819
1,0.184325208
1,0.640553024
1,0.241259283
