true_label,prediction_score
0,0.431303176
0,0.443862102
0,0.83370918
0,0.139081571
0,0.633479304
0,0.744345142
0,0.586679551
0,0.618108111
0,0.258030784
0,0.244037033
0,0.249604711
0,0.249604711
0,0.249604711
0,0.629188251
0,0.803498129
0,0.803498129
0,0.616507328
0,0.217822351
0,0.217822351
0,0.217822351
0,0.249604711
0,0.269011814
0,0.245904858
0,0.249604711
0,0.797037377
0,0.547538197
0,0.249604711
0,0.248660467
0,0.349041108
0,0.265678787
1,0.310364004
1,0.491540585
1,0.608095469
1,0.834780064
1,0.226573078
1,0.691333267
1,0.622807322
1,0.492508774
1,0.943617044
1,0.327586151
1,0.664843551
1,0.16697079
1,0.472621298
1,0.406141424
1,0.843121007
1,0.335085363
1,0.725098604
1,0.442281608
1,0.351650753
1,0.753811334
1,0.2983413
1,0.763305072
1,0.676757235
1,0.747106125
1,0.891092659
1,0.58589379
1,0.445897369
1,0.656849422
1,0.418062331
1,0.248452497
